ID,Battery Capacity (in mAH),Bluetooth,Clock Speed (in GHz),Dual Sim Support,Front Camera (in MP),4G Support,Internal Memory (in GB),Mobile Depth (in cm),Mobile Weight (in g),Number of cores,Primary Camera (in MP),RAM (in MB),Talk Time (in hrs),3G Support,Touch Screen,Wifi Support,Pixel Dots,Screen Area (in sq.cm),Price Range
2483,695,Yes,1,No,4,No,51,0.8,93,5,5,2463,4,Yes,Yes,Yes,93612,14,Low
2484,1487,No,0.6,No,18,Yes,6,0.8,191,4,19,3259,13,Yes,No,Yes,712880,99,High
2485,1546,Yes,2.7,No,3,No,55,0.2,115,7,14,3371,15,No,No,Yes,2271450,112,High
2486,511,Yes,0.7,No,12,Yes,43,0.4,120,4,15,3370,6,Yes,No,No,2043653,80,High
2487,507,No,1.1,No,5,No,33,0.6,186,1,6,2884,7,No,No,No,479895,126,Average
2488,1490,Yes,1.1,No,2,No,10,0.6,130,2,7,2994,8,Yes,No,Yes,2477882,16,High
2489,1859,No,0.5,No,0,Yes,52,1,187,1,2,1604,10,Yes,No,No,628866,180,Low
2490,1257,No,1.8,No,3,Yes,31,0.6,155,5,10,2014,12,Yes,No,No,1542198,120,Average
2491,926,No,2.7,Yes,0,Yes,29,0.7,118,5,18,2709,18,Yes,No,Yes,556306,20,Average
2492,1303,No,0.5,No,2,No,7,0.6,98,4,5,2865,12,No,No,No,1411920,51,High
2493,657,No,1.6,Yes,0,No,35,0.6,143,5,14,3617,14,No,No,Yes,1837005,238,High
2494,1812,No,0.9,Yes,9,No,44,0.2,197,3,16,3814,13,Yes,Yes,No,362388,54,High
2495,1943,No,0.5,Yes,0,Yes,29,0.4,121,1,1,1990,11,Yes,Yes,Yes,495440,10,Average
2496,1082,Yes,0.9,No,4,Yes,24,0.9,167,7,9,1428,12,Yes,Yes,No,323425,0,Low
2497,721,Yes,2.6,No,1,No,49,0.6,168,4,8,3473,17,No,No,No,20930,120,Average
2498,654,Yes,1.5,Yes,2,No,56,0.7,122,1,4,2609,16,Yes,Yes,Yes,229320,14,Low
2499,1948,Yes,0.7,No,2,No,31,0.4,122,2,7,2070,5,Yes,No,Yes,1169344,15,Average
2500,1242,No,1.8,Yes,4,Yes,56,0.1,122,1,8,2620,3,Yes,No,Yes,1344105,198,Average
2501,1453,Yes,0.5,No,0,No,24,0.3,156,1,1,1619,11,Yes,No,Yes,30595,55,Very Low
2502,1948,Yes,2.7,No,3,Yes,13,0.2,164,7,12,493,18,Yes,Yes,Yes,197232,126,Very Low
2503,1232,No,0.9,No,5,No,58,1,142,6,6,2334,13,Yes,No,Yes,1479366,112,Average
2504,795,No,0.5,Yes,4,Yes,55,0.3,155,3,11,3030,17,Yes,Yes,No,392562,96,Average
2505,1915,No,0.5,No,4,No,24,0.2,106,4,17,345,20,No,No,Yes,1386346,180,Very Low
2506,532,No,0.5,No,7,No,51,0.6,180,7,14,1525,2,No,Yes,Yes,507094,42,Very Low
2507,1899,Yes,0.5,No,4,Yes,28,0.1,95,5,7,499,15,Yes,No,Yes,1107458,15,Very Low
2508,1767,No,2,No,5,No,31,0.6,88,5,8,3989,7,No,Yes,No,256316,104,High
2509,1667,Yes,2.5,No,17,No,5,0.8,119,3,20,1496,12,No,No,No,379167,117,Low
2510,1346,No,2.6,Yes,5,No,31,0.3,140,4,11,1287,14,Yes,No,Yes,13345,60,Very Low
2511,958,Yes,2.4,No,1,No,54,0.9,166,7,2,3324,18,Yes,No,Yes,76230,110,Average
2512,1391,No,1.5,Yes,6,Yes,39,0.9,88,3,18,2367,12,Yes,Yes,No,852867,198,Average
2513,1176,Yes,2.3,No,0,No,56,0.7,103,2,1,2974,11,Yes,No,Yes,48174,30,Average
2514,1863,No,1,Yes,5,Yes,16,0.4,113,2,19,990,13,Yes,No,No,178524,30,Very Low
2515,1911,No,1.1,Yes,3,Yes,16,0.7,154,7,4,3665,4,Yes,Yes,No,370048,168,High
2516,1789,Yes,1.8,Yes,6,Yes,36,0.5,123,6,11,815,9,Yes,Yes,No,727320,0,Low
2517,972,Yes,1.6,No,2,No,64,0.1,85,1,9,2759,10,Yes,No,No,489500,91,Average
2518,1256,No,0.5,No,3,No,8,0.4,191,1,9,2991,19,Yes,Yes,No,255024,42,Average
2519,1846,No,1.3,Yes,0,No,35,0.7,107,6,0,581,10,Yes,No,Yes,1913152,64,Very Low
2520,1900,No,1.4,No,0,No,41,0.4,112,8,1,3611,6,Yes,No,No,266076,14,High
2521,769,Yes,0.6,Yes,19,Yes,52,0.7,118,4,20,431,19,Yes,No,No,469718,60,Very Low
2522,756,No,1,No,0,No,33,0.2,177,1,3,3402,3,Yes,Yes,No,289938,0,Average
2523,1728,No,2.3,Yes,0,Yes,43,0.7,152,1,0,3480,20,Yes,Yes,No,1579515,88,High
2524,1970,No,2.9,No,3,Yes,9,0.2,163,2,7,768,16,Yes,No,No,159940,26,Very Low
2525,1021,No,2.1,Yes,6,Yes,47,0.3,173,6,18,2215,2,Yes,Yes,Yes,304640,156,Low
2526,888,No,2.5,Yes,5,No,14,0.9,98,5,17,1849,11,No,Yes,No,1275912,5,Low
2527,1419,No,0.5,No,0,No,39,0.2,189,7,1,3435,6,No,No,No,822964,18,High
2528,1959,Yes,0.5,No,0,No,30,0.1,153,3,1,3057,18,Yes,No,No,925327,14,High
2529,1394,No,0.6,No,1,No,63,0.4,103,6,2,1731,16,Yes,No,No,1434240,342,Low
2530,1715,Yes,2.5,Yes,2,Yes,30,0.9,134,7,3,768,15,Yes,No,No,3652263,171,Low
2531,588,No,2.9,Yes,1,No,40,0.3,116,6,5,2780,14,No,Yes,No,170755,10,Average
2532,1607,Yes,0.5,Yes,2,Yes,29,0.7,105,2,9,3469,15,Yes,No,No,299862,10,High
2533,1171,Yes,2.8,No,8,Yes,47,0.4,192,1,11,3092,5,Yes,No,Yes,250054,16,Average
2534,1138,No,1.5,Yes,0,No,57,0.2,85,4,6,313,20,Yes,Yes,No,2063235,176,Very Low
2535,1096,No,1.2,Yes,3,No,40,0.6,113,4,13,2931,14,Yes,No,No,1078798,80,High
2536,906,No,3,No,10,Yes,14,0.5,83,8,15,1761,12,Yes,Yes,No,112816,187,Very Low
2537,740,No,3,Yes,0,Yes,47,0.7,166,3,5,3578,20,Yes,Yes,Yes,248532,75,High
2538,1435,Yes,0.5,Yes,10,Yes,62,0.1,150,4,14,369,4,Yes,No,Yes,300792,8,Very Low
2539,1745,Yes,1.2,No,3,Yes,21,0.2,89,3,14,3507,20,Yes,Yes,Yes,337340,18,High
2540,1995,No,2.6,Yes,2,Yes,4,0.8,171,2,20,3452,19,Yes,Yes,No,2234276,18,High
2541,1813,No,1.8,Yes,10,Yes,28,0.5,159,2,14,981,14,Yes,No,Yes,3142845,210,Low
2542,1719,Yes,1.9,Yes,2,No,40,0.1,118,3,12,2534,5,No,Yes,Yes,1169924,60,High
2543,812,No,0.5,Yes,1,Yes,17,0.6,182,7,11,3248,14,Yes,No,No,530145,130,Average
2544,987,Yes,2.9,No,0,Yes,63,0.3,154,7,6,2646,6,Yes,Yes,Yes,243450,12,Average
2545,977,Yes,0.7,No,5,No,50,0.5,106,3,6,3454,19,Yes,No,Yes,1975992,210,High
2546,1289,Yes,0.7,No,0,No,7,0.1,99,2,18,375,19,No,Yes,Yes,276285,5,Very Low
2547,1125,Yes,0.5,No,3,No,42,0.9,158,1,20,1622,9,No,Yes,Yes,485897,0,Low
2548,1733,Yes,1.9,Yes,14,No,28,0.8,104,3,15,2246,12,Yes,Yes,No,901047,108,Average
2549,1333,Yes,1.2,Yes,1,No,35,0.9,198,1,4,3816,9,No,Yes,Yes,310527,126,High
2550,964,Yes,3,Yes,3,Yes,48,0.9,131,6,13,1597,18,Yes,Yes,Yes,956666,105,Low
2551,1613,No,1.3,No,1,Yes,24,0.4,195,2,5,3733,5,Yes,No,Yes,1814190,75,High
2552,1123,Yes,1.2,No,1,No,8,0.6,171,4,4,2877,12,No,Yes,No,1262592,153,Average
2553,1913,Yes,2.8,No,0,Yes,7,0.3,136,4,16,3227,4,Yes,No,Yes,678096,0,High
2554,1302,No,0.5,No,3,Yes,20,0.6,184,7,7,1446,16,Yes,No,Yes,1320998,48,Low
2555,797,No,1.4,Yes,0,Yes,9,0.1,104,1,14,1043,13,Yes,Yes,No,2745180,143,Very Low
2556,1074,Yes,1.5,Yes,5,No,9,0.1,174,2,7,1649,3,No,Yes,No,30996,48,Very Low
2557,1411,Yes,2.6,No,0,No,61,0.3,165,5,3,483,4,Yes,Yes,No,2209752,80,Very Low
2558,1502,Yes,2.2,Yes,0,Yes,16,0.5,187,5,1,3712,16,Yes,Yes,Yes,369000,18,High
2559,983,Yes,1.5,No,1,No,22,0.1,170,4,20,1694,8,Yes,No,Yes,2721630,285,Low
2560,1457,No,0.5,Yes,7,No,8,0.3,120,7,13,584,10,Yes,No,No,811152,52,Very Low
2561,1315,Yes,0.9,No,3,Yes,40,0.6,162,6,6,3431,20,Yes,Yes,No,1673952,16,High
2562,1514,No,0.7,No,11,No,11,0.2,187,5,17,2315,5,No,No,No,951856,0,Average
2563,1604,Yes,0.5,Yes,0,Yes,63,0.8,169,5,1,3870,19,Yes,Yes,Yes,542640,208,High
2564,1919,No,0.6,Yes,11,Yes,63,0.9,109,8,20,2205,8,Yes,Yes,No,1410159,36,Average
2565,1152,Yes,3,No,2,No,44,1,80,3,4,986,8,No,No,Yes,1021734,35,Very Low
2566,664,Yes,2.9,No,10,Yes,40,0.1,173,5,15,3366,5,Yes,Yes,No,1262520,32,High
2567,1848,No,0.5,No,9,No,36,0.1,174,6,10,3380,17,No,No,No,171180,20,High
2568,1319,No,2,Yes,9,Yes,28,0.8,178,1,19,3095,17,Yes,Yes,Yes,2036880,7,High
2569,1189,Yes,2.5,No,4,Yes,20,0.3,171,7,9,2509,15,Yes,No,No,2268157,119,Average
2570,1130,Yes,1.3,Yes,1,Yes,59,0.8,98,6,4,3785,5,Yes,No,Yes,102675,68,High
2571,654,Yes,1.3,Yes,11,No,5,0.7,199,4,14,3801,9,Yes,Yes,Yes,410800,182,High
2572,727,Yes,0.5,Yes,0,Yes,42,0.1,163,8,1,2039,19,Yes,Yes,Yes,33308,0,Low
2573,1688,No,0.9,Yes,7,Yes,53,0.3,88,6,16,2156,20,Yes,Yes,No,415610,20,Average
2574,1275,No,0.5,No,1,No,44,0.6,136,8,2,1354,11,Yes,No,No,12430,35,Very Low
2575,1108,Yes,2.2,Yes,3,Yes,37,0.4,143,5,14,3094,10,Yes,No,Yes,68482,6,Average
2576,839,Yes,2.7,No,4,No,37,0.7,93,2,7,3505,4,No,No,No,52073,5,Average
2577,1464,No,0.5,Yes,1,Yes,6,0.4,97,5,2,3725,6,Yes,No,No,212403,9,High
2578,750,Yes,1.3,No,0,No,33,0.8,156,1,0,1422,7,Yes,Yes,No,1083600,30,Low
2579,1749,No,1.1,No,9,No,57,0.6,183,3,15,786,9,Yes,Yes,Yes,244435,8,Very Low
2580,1229,Yes,0.5,No,2,No,42,0.1,197,5,5,1712,15,Yes,Yes,Yes,83916,99,Low
2581,1506,Yes,2.9,Yes,19,Yes,47,0.6,130,7,20,1522,3,Yes,No,No,144900,5,Low
2582,1887,No,2.1,No,0,No,23,0.5,148,4,20,1811,11,Yes,Yes,No,1258848,288,Average
2583,652,No,0.5,No,6,No,3,0.6,193,1,8,2807,13,Yes,No,Yes,1393420,323,Average
2584,1422,Yes,2.8,No,7,No,30,0.5,99,6,14,2229,15,Yes,No,Yes,214866,75,Average
2585,709,No,1.9,Yes,10,No,63,0.3,150,4,14,1509,7,Yes,Yes,No,207345,14,Very Low
2586,583,No,0.5,Yes,1,Yes,62,0.8,84,8,6,886,13,Yes,Yes,No,1231089,26,Very Low
2587,941,No,1.3,Yes,3,No,26,0.4,128,3,5,2875,11,Yes,No,Yes,1485036,18,Average
2588,763,No,1.2,Yes,4,Yes,59,0.6,119,1,17,2863,17,Yes,No,Yes,533588,54,Average
2589,1581,Yes,1.4,No,0,Yes,55,0.6,138,2,1,3936,3,Yes,No,No,1762200,5,High
2590,1045,No,1.5,Yes,5,No,25,0.3,83,2,10,2267,4,Yes,Yes,Yes,761200,72,Average
2591,1308,Yes,0.5,Yes,0,No,34,0.5,169,5,0,386,16,Yes,No,Yes,526608,0,Very Low
2592,702,Yes,1.2,Yes,1,No,38,1,82,5,7,3131,2,No,No,No,2304,99,Low
2593,868,Yes,2.8,No,4,Yes,36,0.2,175,7,13,1655,5,Yes,No,No,213405,120,Very Low
2594,877,Yes,2.3,Yes,16,No,12,0.9,107,4,20,3730,18,No,No,Yes,719656,42,High
2595,1275,No,0.5,Yes,5,No,24,0.3,184,2,11,3397,19,Yes,Yes,Yes,370461,285,High
2596,1439,Yes,0.5,Yes,0,No,50,0.7,182,8,1,805,13,No,No,Yes,879307,40,Very Low
2597,510,No,1.3,Yes,0,Yes,15,0.5,131,1,1,2187,17,Yes,No,Yes,403340,20,Low
2598,1038,Yes,1.8,No,1,Yes,42,0.2,150,6,11,3984,20,Yes,No,No,93694,126,High
2599,529,Yes,1.4,Yes,13,Yes,32,0.7,139,2,17,1561,3,Yes,Yes,Yes,699766,0,Low
2600,1203,Yes,1.7,No,8,Yes,20,0.7,157,3,17,2307,11,Yes,No,Yes,1946264,35,Average
2601,768,Yes,2.5,No,10,No,13,0.2,133,4,18,1921,16,Yes,No,Yes,299000,16,Low
2602,1780,Yes,1.5,Yes,2,No,30,0.2,82,1,8,1066,13,No,No,Yes,473364,78,Low
2603,1021,Yes,0.9,Yes,2,Yes,9,0.5,184,8,4,773,14,Yes,Yes,Yes,807030,26,Very Low
2604,1334,No,1.2,Yes,0,No,35,0.1,199,2,1,1038,17,Yes,No,No,153418,224,Very Low
2605,1153,Yes,0.5,No,2,Yes,34,0.6,133,3,3,2225,8,Yes,No,Yes,3372168,72,Average
2606,1138,Yes,1.8,Yes,0,Yes,51,0.3,172,4,2,1327,4,Yes,Yes,Yes,2084628,156,Low
2607,1263,No,2.3,No,13,No,4,0.9,178,7,18,668,4,No,Yes,No,531876,42,Very Low
2608,825,No,2.5,No,11,No,56,0.7,173,3,20,1692,19,No,Yes,No,751680,18,Low
2609,1894,Yes,0.5,Yes,10,No,16,0.1,172,3,20,1021,16,Yes,Yes,No,3165058,306,Low
2610,1383,No,1.7,No,11,Yes,40,0.1,147,6,19,2510,19,Yes,Yes,No,246909,162,Average
2611,837,Yes,1.1,Yes,2,No,27,0.5,167,4,9,2388,14,No,Yes,Yes,982984,0,Average
2612,640,No,2.3,No,0,No,63,0.2,94,1,1,346,10,No,Yes,No,3394104,70,Very Low
2613,1194,Yes,2.2,Yes,3,No,3,0.2,90,5,8,2872,13,Yes,Yes,No,59248,30,Average
2614,520,No,0.6,Yes,2,Yes,44,0.6,127,3,9,3616,18,Yes,No,No,10968,60,Average
2615,942,Yes,2.5,No,6,No,11,0.5,196,5,19,1783,18,Yes,Yes,Yes,590810,35,Low
2616,558,Yes,2.2,No,5,Yes,24,0.1,169,4,16,482,4,Yes,Yes,No,359388,48,Very Low
2617,1733,No,1.6,Yes,9,No,56,0.5,111,6,15,3352,9,Yes,No,No,1043817,30,High
2618,1210,No,1.3,No,0,Yes,52,0.1,183,8,1,1104,10,Yes,No,Yes,328293,22,Very Low
2619,880,No,0.5,Yes,7,Yes,32,0.5,141,4,17,1141,20,Yes,Yes,Yes,255694,323,Very Low
2620,1938,Yes,1.4,Yes,4,No,60,0.4,171,2,7,3691,3,Yes,Yes,No,82384,45,High
2621,657,No,1.3,Yes,4,No,28,1,118,2,19,2602,7,No,No,Yes,2505340,0,Average
2622,1273,No,0.5,Yes,6,Yes,47,0.2,98,1,12,303,14,Yes,No,No,926120,22,Very Low
2623,1842,Yes,0.5,No,0,Yes,19,0.2,147,3,0,585,19,Yes,No,No,400585,33,Very Low
2624,1567,Yes,1.3,No,8,No,45,0.6,99,4,12,927,12,Yes,Yes,Yes,887400,171,Low
2625,914,Yes,1.7,Yes,6,No,36,1,128,2,13,786,13,Yes,No,Yes,1880304,152,Very Low
2626,1568,No,1.8,Yes,4,No,22,0.1,119,8,6,294,2,No,Yes,No,1047024,26,Very Low
2627,873,Yes,0.5,No,4,Yes,30,0.2,175,6,18,3655,15,Yes,No,No,362847,195,High
2628,1371,No,0.5,No,0,Yes,57,0.8,108,4,5,286,9,Yes,No,No,285120,99,Very Low
2629,1739,No,1,No,1,No,15,0.9,100,1,7,3285,9,No,Yes,No,337818,136,High
2630,630,No,2.2,No,1,No,56,0.2,119,8,10,1317,12,Yes,Yes,No,1920405,30,Low
2631,1507,No,3,No,0,Yes,54,0.3,112,6,9,3547,18,Yes,No,Yes,522806,102,High
2632,735,Yes,0.5,Yes,4,Yes,17,0.6,131,2,6,2484,3,Yes,No,No,782630,22,Average
2633,941,No,2.5,No,1,Yes,41,0.3,117,8,4,1791,10,Yes,No,Yes,1209460,28,Low
2634,1216,No,1.7,Yes,1,No,26,0.7,116,3,4,3607,17,Yes,No,No,1733127,0,High
2635,621,Yes,1.9,Yes,10,No,3,0.6,148,8,15,3521,10,No,Yes,No,969084,18,High
2636,934,Yes,2.4,Yes,3,No,61,0.2,138,6,4,1180,16,No,Yes,No,6130,168,Very Low
2637,1962,Yes,0.7,Yes,1,Yes,18,0.9,159,7,6,2026,15,Yes,No,Yes,142974,30,Average
2638,574,Yes,0.5,Yes,0,No,41,0.8,85,6,13,1865,6,No,No,Yes,144576,30,Low
2639,1078,Yes,2.5,No,3,No,56,0.6,158,2,6,3471,2,Yes,No,No,510402,20,High
2640,761,No,1.3,No,15,Yes,37,0.9,174,8,16,2270,4,Yes,Yes,No,1714926,9,Average
2641,1758,Yes,2.1,No,14,No,29,0.1,155,3,20,2940,9,No,Yes,Yes,69060,70,Average
2642,1745,Yes,2,No,13,No,47,0.6,154,2,18,1715,16,No,Yes,Yes,1986201,24,Average
2643,1657,Yes,1.9,No,1,Yes,40,0.2,170,3,6,841,13,Yes,No,Yes,892514,130,Very Low
2644,968,Yes,0.9,No,10,Yes,26,0.5,88,5,14,3381,10,Yes,No,Yes,1105686,70,High
2645,1329,No,2.8,Yes,1,No,10,1,105,4,10,337,5,No,Yes,No,1126203,20,Very Low
2646,1923,No,0.5,No,2,Yes,13,0.7,147,2,4,1868,3,Yes,Yes,No,1504521,66,Average
2647,613,No,2.5,No,0,No,53,0.4,200,8,0,1509,13,Yes,Yes,Yes,304134,342,Very Low
2648,1268,No,2.7,No,4,No,53,0.5,141,1,9,2903,16,No,Yes,No,587884,0,Average
2649,519,Yes,2.9,No,2,No,3,0.6,83,3,5,1231,16,Yes,Yes,Yes,749757,48,Very Low
2650,1157,Yes,2.8,Yes,16,No,19,0.5,87,8,18,1403,4,Yes,Yes,Yes,158098,6,Very Low
2651,519,No,0.6,Yes,7,Yes,45,0.1,186,7,11,1580,12,Yes,No,Yes,2162784,120,Low
2652,1308,Yes,2.2,Yes,1,No,51,0.2,113,5,17,1189,11,No,Yes,No,2359484,14,Low
2653,1403,Yes,0.5,No,4,Yes,42,0.5,144,8,9,1381,3,Yes,No,Yes,1447312,84,Low
2654,936,No,2.7,No,2,Yes,38,0.6,122,1,17,2826,10,Yes,No,No,967458,285,Average
2655,1878,No,0.8,Yes,8,No,31,0.5,183,7,10,1342,18,No,Yes,Yes,1901541,238,Low
2656,1141,Yes,2.9,Yes,1,Yes,2,1,92,2,4,3386,11,Yes,No,No,632472,0,High
2657,794,Yes,2.7,No,2,Yes,3,0.3,127,2,18,1141,3,Yes,No,Yes,2695511,108,Very Low
2658,1260,No,1.9,Yes,3,No,60,0.9,85,2,6,3964,18,Yes,No,Yes,1079057,120,High
2659,1281,No,3,Yes,2,Yes,6,0.6,191,2,9,2713,4,Yes,Yes,No,294393,91,Average
2660,1208,No,2.7,No,0,No,17,0.2,168,2,1,2165,19,Yes,Yes,Yes,3022998,9,Average
2661,1023,Yes,2.8,Yes,16,No,44,0.7,176,4,17,1830,6,No,No,No,728382,154,Low
2662,1515,No,2.2,No,9,No,36,0.1,118,3,10,3546,10,Yes,Yes,Yes,1346832,42,High
2663,1333,Yes,1.8,Yes,1,No,45,0.6,128,5,5,2585,13,Yes,Yes,Yes,955812,7,Average
2664,529,Yes,2.3,No,3,Yes,58,1,197,2,18,873,4,Yes,Yes,No,851452,55,Very Low
2665,1887,No,1.7,No,6,Yes,41,0.9,81,8,15,1664,14,Yes,No,No,913647,266,Average
2666,876,No,2.7,No,12,Yes,41,0.3,92,7,16,3334,14,Yes,No,Yes,71680,48,Average
2667,687,Yes,2,Yes,13,Yes,56,0.8,131,7,19,569,6,Yes,Yes,Yes,426880,18,Very Low
2668,1153,Yes,2.8,Yes,0,Yes,62,0.2,94,5,0,3353,10,Yes,No,No,237894,35,High
2669,1637,Yes,1.7,Yes,5,Yes,33,0.4,118,6,16,3693,8,Yes,No,No,2026750,21,High
2670,1131,Yes,0.8,No,0,Yes,27,0.9,162,5,16,503,19,Yes,Yes,No,423690,60,Very Low
2671,1764,Yes,1.2,No,0,Yes,8,1,125,3,1,2406,18,Yes,No,Yes,259740,342,Average
2672,1544,No,1,Yes,2,Yes,64,0.3,193,1,6,1715,16,Yes,Yes,Yes,401625,0,Low
2673,844,Yes,0.7,No,3,Yes,22,0.9,172,7,4,2179,6,Yes,Yes,Yes,223166,60,Low
2674,985,Yes,0.5,Yes,4,Yes,5,0.8,158,8,9,3071,16,Yes,Yes,No,28424,56,Average
2675,703,No,1.3,Yes,6,Yes,18,0.1,178,1,9,355,3,Yes,Yes,Yes,2005854,48,Very Low
2676,1906,No,0.9,Yes,3,No,14,0.5,114,4,12,3375,19,Yes,No,Yes,172533,18,High
2677,617,No,2.1,Yes,11,No,40,0.9,108,1,18,2921,19,No,No,No,868562,17,Average
2678,617,Yes,0.6,No,7,No,47,0.5,153,8,18,341,5,No,Yes,Yes,298328,33,Very Low
2679,716,Yes,1.3,Yes,0,Yes,56,0.7,167,1,2,3947,5,Yes,Yes,Yes,281580,18,High
2680,676,No,1,No,1,Yes,54,0.8,182,5,2,2650,3,Yes,No,No,1376550,0,Average
2681,1770,Yes,2,No,8,No,12,0.8,118,2,9,3816,19,Yes,No,No,50787,32,High
2682,1857,No,1.9,Yes,0,No,62,0.6,147,1,0,336,5,No,No,No,1506020,0,Very Low
2683,524,No,0.9,Yes,8,Yes,10,0.1,85,7,14,625,4,Yes,Yes,Yes,187985,0,Very Low
2684,576,No,0.9,Yes,8,No,56,0.1,174,5,17,3891,18,No,No,Yes,1955046,108,High
2685,553,Yes,0.5,Yes,2,Yes,8,0.5,153,4,3,1042,15,Yes,No,Yes,840525,165,Very Low
2686,1012,Yes,2.2,Yes,10,Yes,8,1,181,3,12,2141,15,Yes,Yes,No,1759296,252,Average
2687,823,No,2.5,No,11,Yes,24,0.5,195,5,15,2279,3,Yes,No,Yes,2067824,24,Average
2688,1928,No,0.5,Yes,5,No,44,0.9,109,8,19,3828,12,Yes,No,No,810356,36,High
2689,804,No,1.5,No,5,Yes,12,1,183,1,10,2310,13,Yes,No,No,3570290,80,Average
2690,1517,No,1.6,Yes,0,Yes,42,0.7,101,3,1,2162,18,Yes,Yes,No,876162,0,Average
2691,1500,No,2.8,Yes,7,No,39,0.1,176,8,11,1988,10,Yes,No,No,1526312,60,Average
2692,1425,Yes,1.2,No,4,Yes,37,0.7,135,7,6,2786,19,Yes,No,No,812520,17,Average
2693,547,No,2.4,Yes,4,Yes,3,0.4,197,8,5,1972,3,Yes,Yes,No,147588,55,Low
2694,1886,No,3,No,13,Yes,26,0.5,115,1,17,1828,15,Yes,Yes,No,566130,15,Low
2695,1804,Yes,0.5,No,1,Yes,4,0.5,111,1,13,3286,17,Yes,No,No,1549925,136,High
2696,685,No,2.2,Yes,2,Yes,2,0.4,172,3,6,1282,10,Yes,Yes,Yes,164610,42,Very Low
2697,1352,No,0.5,Yes,8,Yes,22,0.9,111,2,12,1562,11,Yes,No,No,235972,80,Low
2698,1785,Yes,2.5,No,0,No,18,0.1,180,4,1,1202,18,No,No,Yes,60088,48,Very Low
2699,1300,No,1.9,Yes,4,No,61,0.5,143,6,5,2262,10,No,No,No,267574,176,Average
2700,1184,Yes,2.1,No,2,Yes,33,0.5,199,8,5,2828,15,Yes,Yes,Yes,771834,24,Average
2701,1180,No,2.3,Yes,7,Yes,24,0.2,198,2,16,2025,19,Yes,No,No,812106,0,Low
2702,886,Yes,0.9,Yes,13,Yes,2,0.6,102,4,15,621,7,Yes,Yes,No,199465,44,Very Low
2703,1309,No,1.5,No,9,Yes,12,0.9,98,6,20,293,9,Yes,Yes,No,1292564,0,Very Low
2704,744,No,0.5,No,1,No,38,0.3,188,3,5,2001,17,Yes,Yes,No,1439046,195,Low
2705,1408,Yes,2,Yes,1,Yes,59,0.9,172,6,3,393,16,Yes,No,Yes,900984,165,Very Low
2706,734,Yes,2.7,Yes,1,Yes,32,0.8,93,8,5,714,16,Yes,No,Yes,143796,91,Very Low
2707,500,No,1.4,No,0,No,28,0.4,128,3,1,3460,3,Yes,Yes,Yes,1872540,27,High
2708,1745,No,2.8,Yes,0,No,45,0.7,186,1,0,1019,5,No,Yes,No,535434,24,Low
2709,1296,Yes,1,Yes,6,No,43,0.2,171,3,13,1692,18,Yes,No,No,305109,0,Low
2710,1256,No,0.5,No,15,Yes,51,0.6,83,2,18,2213,12,Yes,Yes,No,570288,117,Average
2711,782,Yes,1.8,Yes,8,No,20,0.6,109,5,19,655,13,No,Yes,No,416150,68,Very Low
2712,965,Yes,0.8,No,5,No,24,0.7,105,4,7,1567,8,No,No,No,289354,0,Low
2713,652,Yes,2.9,Yes,4,Yes,14,0.2,196,6,18,1706,5,Yes,No,No,368776,48,Low
2714,1847,No,2.8,Yes,6,No,29,0.7,112,7,13,1017,11,Yes,Yes,No,1698264,112,Low
2715,1363,Yes,2.1,Yes,9,Yes,46,0.5,120,4,19,2951,3,Yes,No,No,1668486,0,High
2716,1946,No,0.5,No,0,Yes,39,0.4,112,5,1,533,17,Yes,Yes,Yes,206910,252,Very Low
2717,1701,Yes,1.6,Yes,2,Yes,53,0.8,88,6,14,3340,19,Yes,Yes,No,2275056,154,High
2718,1754,Yes,0.5,Yes,13,No,38,0.9,83,6,20,2765,7,Yes,Yes,No,113928,24,Average
2719,1938,No,2.9,No,0,Yes,37,1,94,4,1,3881,14,Yes,Yes,No,1715714,5,High
2720,992,Yes,2.6,Yes,10,No,52,0.3,107,7,12,332,7,No,No,Yes,1008423,126,Very Low
2721,897,No,2.4,Yes,7,Yes,38,0.8,110,2,9,519,7,Yes,Yes,No,2595320,30,Very Low
2722,1423,Yes,0.5,Yes,7,No,58,0.9,112,3,9,1683,16,No,Yes,Yes,1285935,195,Low
2723,1343,No,0.5,Yes,6,Yes,23,0.4,97,5,17,2629,11,Yes,No,Yes,525331,91,Average
2724,761,Yes,2.6,No,5,Yes,52,0.8,141,3,18,2587,6,Yes,Yes,Yes,869755,55,Average
2725,1742,No,1.4,Yes,3,Yes,20,0.1,134,8,6,1828,13,Yes,Yes,Yes,325752,126,Low
2726,1181,Yes,0.8,Yes,0,Yes,51,0.9,198,5,5,608,19,Yes,No,No,41606,150,Very Low
2727,1754,No,1.7,Yes,1,Yes,58,0.9,197,3,17,1446,2,Yes,Yes,Yes,851805,54,Low
2728,1315,Yes,0.5,Yes,0,Yes,58,0.8,86,2,3,2258,16,Yes,Yes,No,260680,34,Low
2729,649,No,2.9,No,0,No,38,0.5,130,1,10,558,11,Yes,Yes,Yes,1058205,32,Very Low
2730,1967,Yes,0.6,No,2,No,25,1,109,6,9,1666,18,Yes,Yes,Yes,81108,63,Low
2731,926,No,1.7,No,2,No,12,0.8,179,2,9,2244,14,No,No,Yes,704880,112,Average
